src_comp_id,src_comp,dst_comp_id,dst_comp,src_port,dst_port,start_time,duration,byte_count,num_connections
1,C1065,183,C5713,389,N15736,1043,0,117,1
1,C1065,1429,C679,389,N15740,1044,0,193,1
1,C1065,1429,C679,135,N15568,1044,12,828,1
1,C1065,1429,C679,N197,N15569,1044,12,576,1
1,C1065,964,C3778,389,N15524,1046,0,1779,1
1,C1065,964,C3778,389,N15528,1046,0,4129,1
1,C1065,964,C3778,N17,N17,1046,0,120,1
1,C1065,964,C3778,445,N7294,1046,3,65859,1
1,C1065,964,C3778,389,N15525,1047,0,1789,1
1,C1065,964,C3778,389,N2415,1047,0,1779,1
1,C1065,220,C5753,389,N15764,1048,0,191,1
1,C1065,220,C5753,389,N15765,1048,0,117,1
1,C1065,393,C2591,389,N10468,1073,0,1743,1
1,C1065,393,C2591,389,N10506,1073,0,4175,1
1,C1065,393,C2591,389,N15486,1073,0,1779,1
1,C1065,393,C2591,389,N15630,1073,0,1733,1
1,C1065,1078,C5741,389,N15861,1081,0,117,1
1,C1065,72,C2475,389,N15694,1086,0,620,1
1,C1065,111,C161,389,N15695,1089,0,9483,2
1,C1065,111,C161,389,N15696,1089,0,52736,2
1,C1065,183,C5713,389,N15952,1103,0,117,1
1,C1065,220,C5753,389,N15965,1108,0,117,1
1,C1065,220,C5753,389,N15966,1108,0,191,1
1,C1065,1904,C3120,N17,N17,1112,0,120,1
1,C1065,1904,C3120,445,N14961,1112,11,108833,1
1,C1065,115,C3238,135,N15890,1115,32,432,1
1,C1065,115,C3238,N72,N15891,1115,32,1596,1
1,C1065,115,C3238,389,N860,1116,0,800,1
1,C1065,115,C3238,389,N869,1116,0,43396,2
1,C1065,115,C3238,139,N3381,1117,2,1478,1
1,C1065,1245,C4501,N17,N17,1125,0,120,1
1,C1065,1245,C4501,445,N13118,1125,11,617342,1
1,C1065,828,C4444,445,N15849,1126,11,2418,1
1,C1065,828,C4444,135,N15982,1135,30,624,1
1,C1065,115,C3238,389,N6632,1136,0,5415,1
1,C1065,1111,C4515,88,N16107,1145,0,1389,1
1,C1065,1260,C4513,445,N9566,1145,10,2418,1
1,C1065,1262,C827,445,N12832,1145,14,1653,1
1,C1065,1230,C768,N901,N15921,1151,0,1605,1
1,C1065,1230,C768,N901,N15922,1151,0,2055,1
1,C1065,1230,C768,N901,N15923,1151,0,1969,1
1,C1065,1281,C2827,389,N16136,1152,0,193,1
1,C1065,1281,C2827,389,N15924,1153,0,9894,2
1,C1065,1230,C768,N901,N15919,1156,0,1605,1
1,C1065,1230,C768,N901,N5798,1156,0,2776,2
1,C1065,1230,C768,N901,N9368,1156,0,2055,1
1,C1065,903,C5672,389,N16173,1158,0,117,1
1,C1065,321,C5778,389,N16165,1158,0,193,1
1,C1065,1765,C2183,389,N16183,1163,0,193,1
1,C1065,183,C5713,389,N16182,1163,0,117,1
1,C1065,220,C5753,389,N16211,1168,0,191,1
1,C1065,220,C5753,389,N16212,1168,0,117,1
1,C1065,824,C4618,445,N797,1175,11,2418,1
1,C1065,1085,C616,N17,N17,1205,0,120,1
1,C1065,1085,C616,445,N5843,1205,5,5592,1
1,C1065,72,C2475,389,N15999,1206,0,3054,1
1,C1065,957,C1260,445,N16227,1207,23,1653,1
1,C1065,957,C1260,389,N16379,1217,0,193,1
1,C1065,898,C4131,389,N16388,1217,0,193,1
1,C1065,898,C4131,N901,N12088,1217,0,1523,1
1,C1065,898,C4131,N901,N1888,1217,0,3622,1
1,C1065,898,C4131,N901,N5587,1217,0,3982,1
1,C1065,898,C4131,N901,N5767,1217,0,1978,1
1,C1065,898,C4131,N901,N5770,1217,0,2081,1
1,C1065,957,C1260,135,N16230,1217,10,504,1
1,C1065,957,C1260,445,N16233,1217,13,1613,1
1,C1065,957,C1260,389,N16191,1217,2,29728,1
1,C1065,957,C1260,N72,N16296,1217,30,1584,1
1,C1065,183,C5713,389,N16401,1223,0,117,1
1,C1065,1430,C4907,389,N11239,1227,0,193,1
1,C1065,1430,C4907,135,N13325,1227,42,624,1
1,C1065,220,C5753,389,N16415,1228,0,117,1
1,C1065,220,C5753,389,N16416,1228,0,191,1
1,C1065,1078,C5741,389,N16436,1233,0,117,1
1,C1065,1078,C5741,88,N16435,1233,0,1378,1
1,C1065,931,C3534,389,N16471,1240,0,193,1
1,C1065,931,C3534,88,N16277,1240,0,1650,1
1,C1065,931,C3534,88,N16278,1240,0,360,1
1,C1065,1598,C5455,135,N8818,1248,0,624,2
1,C1065,1430,C4907,N17,N17,1251,0,120,1
1,C1065,1430,C4907,445,N12735,1251,12,2073,1
1,C1065,1694,C5375,389,N14426,1252,0,4129,1
1,C1065,1694,C5375,389,N16334,1252,0,1733,1
1,C1065,1694,C5375,389,N1805,1252,0,1779,1
1,C1065,956,C1119,445,N3437,1256,11,1653,1
1,C1065,1251,C1420,445,N567,1264,14,1654,1
1,C1065,439,C3947,135,N16480,1267,35,9760,1
1,C1065,439,C3947,N197,N6266,1267,35,9636,1
1,C1065,539,C735,389,N8759,1272,0,193,1
1,C1065,539,C735,135,N13604,1272,15,504,1
1,C1065,539,C735,N72,N13597,1272,35,1536,1
1,C1065,539,C735,389,N16366,1273,0,6981,1
1,C1065,183,C5713,389,N16618,1283,0,191,1
1,C1065,183,C5713,389,N16619,1283,0,117,1
1,C1065,441,C876,445,N8245,1283,12,1653,1
1,C1065,871,C831,445,N4264,1283,13,1653,1
1,C1065,220,C5753,389,N16641,1288,0,191,1
1,C1065,220,C5753,389,N16642,1288,0,117,1
1,C1065,349,C1700,389,N16651,1293,0,193,1
1,C1065,349,C1700,389,N2085,1293,1,800,1
1,C1065,349,C1700,389,N6723,1293,1,20276,1
1,C1065,458,C4858,389,N16694,1301,0,193,1
1,C1065,309,C3756,N17,N17,1301,0,120,1
1,C1065,458,C4858,N901,N16468,1301,0,2526,1
1,C1065,309,C3756,445,N11431,1301,10,65621,1
1,C1065,443,C1095,389,N16700,1307,0,117,1
1,C1065,349,C1700,N17,N17,1310,0,120,1
1,C1065,349,C1700,445,N16565,1310,12,5591,1
1,C1065,72,C2475,389,N8932,1326,0,620,1
1,C1065,1590,C3235,445,N4524,1328,12,2418,1
1,C1065,1689,C4508,389,2430,1332,0,1825,1
1,C1065,1689,C4508,389,N10198,1332,0,1825,1
1,C1065,1689,C4508,389,N15757,1332,0,6486,2
1,C1065,1689,C4508,389,N2245,1332,0,1825,1
1,C1065,1689,C4508,389,2431,1332,1,1835,1
1,C1065,903,C5672,389,N16824,1341,0,117,1
1,C1065,183,C5713,389,N16829,1343,0,117,1
1,C1065,1608,C1428,389,N16850,1346,0,193,1
1,C1065,220,C5753,389,N16851,1348,0,191,1
1,C1065,220,C5753,389,N16852,1348,0,117,1
1,C1065,862,C5154,445,N11129,1360,11,2418,1
1,C1065,1553,C810,389,N15191,1365,0,7419,1
1,C1065,1553,C810,389,N16899,1365,0,193,1
1,C1065,115,C3238,445,N16730,1367,2,2418,1
1,C1065,1553,C810,445,N16801,1374,13,1653,1
1,C1065,1078,C5741,389,N16954,1381,0,117,1
1,C1065,1230,C768,N901,N13297,1394,0,2055,1
1,C1065,1230,C768,N901,N13304,1394,0,1923,1
1,C1065,1230,C768,N901,N16818,1394,0,1605,1
1,C1065,868,C2493,445,N16834,1394,10,2418,1
1,C1065,1230,C768,N901,N11069,1400,0,2009,1
1,C1065,1230,C768,N901,N16831,1400,0,1559,1
1,C1065,1230,C768,N901,N16833,1400,0,3482,2
1,C1065,1650,C5281,445,N16528,1402,11,2418,1
1,C1065,183,C5713,389,N17026,1403,0,117,1
1,C1065,220,C5753,389,N17031,1408,0,191,1
